STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FUNCTIONAL_CAT,INT_ACC_ITEM,NA_STO,GFS_STO,COICOP_1999,TRADE_FLOW,COMMODITY,SOC_CONCEPTS,SECTOR,ACCOUNTING_ENTRY,INDEX_TYPE,PRICES,STATISTICAL_MEASURES,EXRATE,TRANSFORMATION,UNIT,REPORTING_PERIOD_TYPE,DERIVATION_TYPE,OVERLAP,COUNTRY_UPDATE_DATE
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2020,11.159197,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2021,13.130422,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2022,15.139132,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2023,13.121074,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2024,17.51595,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2025,20.293852,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1980,14951741,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1981,15409650,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1982,15867560,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1983,16315514,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1984,16773425,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1985,17241288,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1986,17450335,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1987,17888334,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1988,18336290,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1989,18784245,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1990,19411381,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1991,19879245,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1992,20347110,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1993,20814973,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1994,21282837,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1995,21750702,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1996,22218565,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1997,22676476,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1998,23130005,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,1999,23592606,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2000,24394145,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2001,24802885,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2002,25212127,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2003,25622082,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2004,26032946,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2005,26444921,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2006,26858165,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2007,27272712,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2008,27688638,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2009,28105913,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2010,28524411,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2011,28944070,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2012,29365451,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2013,29786263,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2014,30206307,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2015,30620000,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2016,30713611,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2017,30442274,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2018,28903451,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2019,27817079,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2020,27950884,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2021,27586295,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2022,26917330,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2023,26740338,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2024,26561222,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2025,26673712,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2026,26887102,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LP,A,2027,27102199,6,,3,,,,,,,,POP,,,,,,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,1999,14.525,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2000,14.008333,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2001,13.358333,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2002,15.995833,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2003,18.1875,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2004,15.066667,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2005,12.241667,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2006,9.958422,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2007,8.491975,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2008,7.35432,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2009,7.878902,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2010,8.507721,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2011,8.203876,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2012,7.823132,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2013,7.469968,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2014,7.990053,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2015,12.491174,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2016,20.863352,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2017,27.886445,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,LUR,A,2018,35.553745,0,,3,,,,,,,,U,,,,,RT,,,,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2017,3000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2018,6313000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2019,1005697000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2020,14012473000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2021,185111963000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2022,621795347000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2023,3025765385000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2024,4963355551000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2025,16489790761000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2026,89759368949000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDP,A,2027,184820483420000,9,,3,,,B1GQ,,,,,,,,,V,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1980,69840748000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1981,78367005000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1982,79997709000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1983,79672476000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1984,57825538000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1985,59864954000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1986,60876618000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1987,46853832000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1988,60377583000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1989,44671896000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1990,48391397000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1991,53381601000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1992,60400319000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1993,59865466000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1994,58357091000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1995,77427488000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1996,70535743000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1997,85683894000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1998,91836131000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,1999,97516977000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2000,117595540000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2001,123119428000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2002,95257853000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2003,83684149000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2004,112254047000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2005,143375255000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2006,178520926000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2007,232857191000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2008,306764322000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2009,268623668000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2010,318280503000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2011,316482410000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2012,372591992000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2013,258931842000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2014,214689576000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2015,125449472000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2016,112914909000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2017,115882145000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2018,102020739000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2019,73013796000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2020,42837989000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2021,56615017000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2022,89013259000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2023,102377526000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2024,120566093000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2025,99661235000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2026,111303343000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPD,A,2027,117908128000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1980,4671.077821,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1981,5085.579803,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1982,5041.588734,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1983,4883.234126,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1984,3447.449662,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1985,3472.185677,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1986,3488.564489,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1987,2619.239571,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1988,3292.791744,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1989,2378.157592,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1990,2492.939366,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1991,2685.293211,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1992,2968.496192,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1993,2876.076991,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1994,2741.978979,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1995,3559.769584,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1996,3174.630815,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1997,3778.536581,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1998,3970.432727,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,1999,4133.37038,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2000,4820.646096,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2001,4963.915592,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2002,3778.25532,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2003,3266.094816,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2004,4311.999394,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2005,5421.655635,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2006,6646.802801,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2007,8538.101797,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2008,11079.068687,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2009,9557.549974,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2010,11158.179669,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2011,10934.27461,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2012,12688.107251,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,NGDPDPC,A,2013,8692.995218,0,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,9/16/2025
